;nazwa zdjecia;klasy;prawdopodobienstwa;bbox'y
16;000000117492.jpg;0.0;0.39151284098625183;[539.511962890625, 163.2814483642578, 568.617919921875, 214.0800323486328]
17;000000117492.jpg;0.0;0.37326109409332275;[224.8038330078125, 157.65545654296875, 287.9366455078125, 287.57379150390625]
18;000000117492.jpg;0.0;0.33150529861450195;[517.130126953125, 174.44949340820312, 551.06103515625, 275.28778076171875]
19;000000117492.jpg;0.0;0.32001277804374695;[141.2456512451172, 191.58401489257812, 166.88096618652344, 229.74105834960938]
20;000000117492.jpg;0.0;0.28013262152671814;[82.14022827148438, 143.04183959960938, 103.50239562988281, 178.30929565429688]
0;000000117525.jpg;16.0;0.9403517246246338;[31.749893188476562, 308.9483642578125, 205.29891967773438, 499.68084716796875]
1;000000117525.jpg;0.0;0.6963135600090027;[148.2064208984375, 85.75267791748047, 499.99371337890625, 498.3948669433594]
0;000000117645.jpg;0.0;0.8225287795066833;[395.2662048339844, 166.01644897460938, 428.5426330566406, 228.82113647460938]
0;000000117719.jpg;0.0;0.8882443308830261;[437.2355651855469, 161.93780517578125, 639.653076171875, 419.361083984375]
0;000000117744.jpg;0.0;0.8661565780639648;[80.51458740234375, 25.96575927734375, 236.1812744140625, 517.75]
0;000000117908.jpg;0.0;0.9401722550392151;[0.9534120559692383, 37.68749237060547, 247.1012420654297, 315.3945617675781]
1;000000117908.jpg;15.0;0.9396765232086182;[356.1322937011719, 147.5941619873047, 499.7550964355469, 317.83447265625]
2;000000117908.jpg;72.0;0.5295727252960205;[185.2164764404297, 123.65105438232422, 433.50518798828125, 316.0408630371094]
0;000000118367.jpg;0.0;0.8885731101036072;[1.33197021484375, 65.668212890625, 420.6783447265625, 398.574462890625]
0;000000118405.jpg;0.0;0.6599207520484924;[546.6749267578125, 360.9219970703125, 566.514892578125, 424.98583984375]
0;000000118515.jpg;15.0;0.9172918200492859;[267.5202331542969, 118.61056518554688, 397.9306945800781, 280.03558349609375]
0;000000118921.jpg;0.0;0.9339240789413452;[308.33837890625, 134.4084930419922, 473.4801025390625, 361.00408935546875]
0;000000119088.jpg;0.0;0.9083405137062073;[223.03643798828125, 173.88784790039062, 321.00836181640625, 284.1794738769531]
1;000000119088.jpg;0.0;0.8951491117477417;[42.9313850402832, 48.91753387451172, 84.63917541503906, 171.54347229003906]
2;000000119088.jpg;0.0;0.8873689770698547;[472.4355773925781, 20.586395263671875, 499.7947692871094, 97.52627563476562]
0;000000119233.jpg;15.0;0.9587839841842651;[69.05670166015625, 94.12059783935547, 482.8505554199219, 327.5987548828125]
1;000000119233.jpg;14.0;0.5993607640266418;[382.2796325683594, 0.25686323642730713, 453.3171081542969, 91.67381286621094]
2;000000119233.jpg;63.0;0.5681923627853394;[56.84347152709961, 8.32204818725586, 259.71356201171875, 225.5626678466797]
3;000000119233.jpg;63.0;0.4814035892486572;[73.81782531738281, 180.52059936523438, 319.04412841796875, 225.51467895507812]
4;000000119233.jpg;63.0;0.45949888229370117;[14.881587028503418, 9.450507164001465, 305.71478271484375, 228.02012634277344]
0;000000119365.jpg;63.0;0.9655554890632629;[119.78153991699219, 141.77020263671875, 417.44683837890625, 485.31829833984375]
1;000000119365.jpg;0.0;0.7466493248939514;[1.49066162109375, 310.0020751953125, 423.12158203125, 639.26611328125]
2;000000119365.jpg;0.0;0.3883008658885956;[0.17596435546875, 196.91058349609375, 230.23976135253906, 544.4860229492188]
3;000000119365.jpg;0.0;0.31926095485687256;[0.30694580078125, 430.5547180175781, 265.53948974609375, 639.502197265625]
4;000000119365.jpg;0.0;0.28342708945274353;[36.08363342285156, 0.0118865966796875, 90.59776306152344, 80.7284164428711]
5;000000119365.jpg;0.0;0.277779757976532;[0.236480712890625, 197.0228271484375, 436.16900634765625, 597.6674194335938]
0;000000119445.jpg;0.0;0.9535552859306335;[177.2938232421875, 176.6678466796875, 347.92608642578125, 387.5745849609375]
1;000000119445.jpg;0.0;0.9302067160606384;[521.5904541015625, 229.2100830078125, 639.5120849609375, 402.36083984375]
2;000000119445.jpg;0.0;0.7386707663536072;[420.65911865234375, 264.06146240234375, 597.5231323242188, 397.69158935546875]
0;000000119516.jpg;0.0;0.9008644223213196;[369.91278076171875, 205.86874389648438, 411.28338623046875, 352.4668884277344]
0;000000119641.jpg;0.0;0.7656036615371704;[276.3255310058594, 343.71026611328125, 301.3459167480469, 392.35968017578125]
1;000000119641.jpg;0.0;0.7420422434806824;[128.38140869140625, 352.33807373046875, 151.7021484375, 397.35260009765625]
2;000000119641.jpg;0.0;0.7047414183616638;[148.65673828125, 347.91021728515625, 176.44744873046875, 401.1158447265625]
3;000000119641.jpg;0.0;0.6869363784790039;[256.258544921875, 342.53619384765625, 278.518798828125, 384.8013916015625]
4;000000119641.jpg;0.0;0.6670457124710083;[621.300048828125, 358.2998046875, 637.5052490234375, 391.307373046875]
5;000000119641.jpg;0.0;0.62788325548172;[355.04443359375, 364.17291259765625, 378.0093994140625, 401.28558349609375]
6;000000119641.jpg;0.0;0.6272938251495361;[338.90545654296875, 371.5679931640625, 356.648681640625, 401.170166015625]
7;000000119641.jpg;0.0;0.5651099681854248;[517.080078125, 356.0540771484375, 532.8759765625, 384.03717041015625]
8;000000119641.jpg;0.0;0.46378493309020996;[263.5353698730469, 367.59588623046875, 280.1131286621094, 392.45391845703125]
9;000000119641.jpg;0.0;0.4610787332057953;[498.16015625, 354.63116455078125, 513.1124267578125, 384.924560546875]
10;000000119641.jpg;0.0;0.4396911859512329;[609.5130615234375, 369.4325866699219, 625.3616943359375, 389.7317199707031]
11;000000119641.jpg;0.0;0.3989655375480652;[384.3758544921875, 350.77197265625, 402.5599365234375, 384.9864501953125]
12;000000119641.jpg;0.0;0.3883376717567444;[612.6412353515625, 357.3317565917969, 622.8240966796875, 374.5473937988281]
13;000000119641.jpg;0.0;0.3509288728237152;[400.83990478515625, 352.85302734375, 419.18353271484375, 387.219482421875]
14;000000119641.jpg;0.0;0.2674191892147064;[371.81597900390625, 364.34259033203125, 393.34808349609375, 403.14190673828125]
15;000000119641.jpg;0.0;0.2633698284626007;[502.0673828125, 361.6837158203125, 518.0501098632812, 390.5272216796875]
0;000000119828.jpg;63.0;0.9712665677070618;[12.993454933166504, 0.7749557495117188, 234.513427734375, 222.3890838623047]
1;000000119828.jpg;15.0;0.94562166929245;[111.58385467529297, 132.12306213378906, 440.9200744628906, 374.6478271484375]
0;000000119911.jpg;0.0;0.9494093656539917;[274.32373046875, 96.57827758789062, 422.9296875, 331.8081970214844]
0;000000119995.jpg;0.0;0.9256622791290283;[40.614463806152344, 10.767745971679688, 257.9404296875, 479.49285888671875]
1;000000119995.jpg;0.0;0.9236484169960022;[336.2948303222656, 31.86590576171875, 451.3887023925781, 236.24172973632812]
2;000000119995.jpg;0.0;0.6781105995178223;[433.5767822265625, 0.0634223222732544, 467.5633544921875, 24.778642654418945]
3;000000119995.jpg;0.0;0.546829342842102;[325.4111633300781, 0.06864964962005615, 368.53143310546875, 15.15053653717041]
4;000000119995.jpg;0.0;0.513308048248291;[287.93731689453125, 0.058053433895111084, 330.644287109375, 11.560111999511719]
5;000000119995.jpg;0.0;0.4453529715538025;[394.52862548828125, 0.035978853702545166, 450.71197509765625, 21.33403205871582]
6;000000119995.jpg;0.0;0.31366249918937683;[258.279052734375, 0.019998103380203247, 298.9824523925781, 8.970000267028809]
0;000000120420.jpg;0.0;0.9449909329414368;[117.6495361328125, 105.71064758300781, 544.2777099609375, 478.90936279296875]
1;000000120420.jpg;0.0;0.8393756151199341;[468.3536071777344, 94.95873260498047, 498.9066467285156, 181.2393798828125]
2;000000120420.jpg;0.0;0.8307967782020569;[432.32489013671875, 89.44099426269531, 463.81243896484375, 180.3487091064453]
3;000000120420.jpg;0.0;0.7281118631362915;[353.39007568359375, 92.85098266601562, 372.0587158203125, 123.22457885742188]
4;000000120420.jpg;0.0;0.6824063062667847;[407.3518371582031, 108.72853088378906, 431.1980285644531, 179.05616760253906]
5;000000120420.jpg;0.0;0.6050857305526733;[370.20611572265625, 98.18464660644531, 388.80047607421875, 138.71034240722656]
6;000000120420.jpg;0.0;0.4911791980266571;[33.88184356689453, 115.24054718017578, 60.89678192138672, 151.44775390625]
7;000000120420.jpg;0.0;0.3828333020210266;[32.812522888183594, 114.9505615234375, 61.66742706298828, 169.418701171875]
8;000000120420.jpg;0.0;0.3453439176082611;[387.7525634765625, 99.02552795410156, 411.2103271484375, 157.81761169433594]
9;000000120420.jpg;0.0;0.318663090467453;[11.648473739624023, 98.34687042236328, 22.423757553100586, 121.06884002685547]
0;000000121031.jpg;0.0;0.9016693830490112;[132.0887451171875, 111.74542236328125, 223.4608154296875, 335.6650085449219]
1;000000121031.jpg;0.0;0.7173874378204346;[257.23724365234375, 152.49844360351562, 294.92803955078125, 209.46481323242188]
2;000000121031.jpg;0.0;0.714167594909668;[390.63427734375, 161.610107421875, 428.9501953125, 252.893310546875]
3;000000121031.jpg;0.0;0.6677476763725281;[211.0299072265625, 149.20114135742188, 272.1552734375, 246.66259765625]
0;000000121242.jpg;0.0;0.8176260590553284;[238.05487060546875, 102.46859741210938, 295.43389892578125, 213.07147216796875]
1;000000121242.jpg;0.0;0.809997022151947;[58.447269439697266, 205.54580688476562, 107.00634765625, 303.8061828613281]
2;000000121242.jpg;0.0;0.6038932800292969;[109.192138671875, 165.28915405273438, 164.79324340820312, 218.62094116210938]
3;000000121242.jpg;0.0;0.2729801833629608;[64.06023406982422, 196.16485595703125, 69.34697723388672, 206.01031494140625]
0;000000121417.jpg;0.0;0.9053974747657776;[106.30316162109375, 149.09051513671875, 445.1424560546875, 630.634521484375]
1;000000121417.jpg;0.0;0.8936938047409058;[161.933349609375, 0.1224212646484375, 260.25628662109375, 56.463661193847656]
2;000000121417.jpg;0.0;0.8837217092514038;[257.1807861328125, 0.19893836975097656, 352.8369140625, 64.01372528076172]
3;000000121417.jpg;0.0;0.6741065382957458;[450.00885009765625, 0.035083770751953125, 479.70269775390625, 53.927459716796875]
4;000000121417.jpg;0.0;0.5650357604026794;[87.76191711425781, 0.229827880859375, 117.49430847167969, 68.50791931152344]
5;000000121417.jpg;0.0;0.5495226979255676;[369.9371032714844, 0.09358596801757812, 410.5649719238281, 37.97966003417969]
6;000000121417.jpg;0.0;0.5456638932228088;[410.5382080078125, 0.302978515625, 443.325439453125, 56.69525909423828]
7;000000121417.jpg;0.0;0.5439853072166443;[48.35114669799805, 0.0237274169921875, 113.96208190917969, 100.87804412841797]
8;000000121417.jpg;0.0;0.3237871527671814;[335.38232421875, 0.0, 380.29559326171875, 53.71470642089844]
9;000000121417.jpg;0.0;0.3076186776161194;[410.616455078125, 0.2671546936035156, 479.862060546875, 57.12044143676758]
0;000000121497.jpg;0.0;0.7128455638885498;[285.4620361328125, 50.34740447998047, 477.696044921875, 282.38848876953125]
1;000000121497.jpg;0.0;0.6900895833969116;[562.590087890625, 44.84954833984375, 639.779296875, 418.93267822265625]
2;000000121497.jpg;0.0;0.5946747660636902;[0.6486968994140625, 122.0179443359375, 205.64956665039062, 478.88970947265625]
3;000000121497.jpg;0.0;0.3660906255245209;[47.621490478515625, 231.52403259277344, 227.10055541992188, 355.0184326171875]
4;000000121497.jpg;0.0;0.33308035135269165;[47.277587890625, 230.9913330078125, 180.11752319335938, 365.3143310546875]
5;000000121497.jpg;0.0;0.2962262034416199;[1.1509246826171875, 1.042816162109375, 237.27069091796875, 477.5576477050781]
0;000000121591.jpg;0.0;0.8539985418319702;[254.45547485351562, 112.63665771484375, 380.7304382324219, 284.3221130371094]
0;000000121673.jpg;0.0;0.948968231678009;[150.40274047851562, 79.6499252319336, 333.5053405761719, 243.55252075195312]
0;000000121744.jpg;0.0;0.9359807968139648;[498.91656494140625, 32.985687255859375, 639.7533569335938, 422.76885986328125]
1;000000121744.jpg;0.0;0.9164848923683167;[168.01336669921875, 71.6220703125, 384.32366943359375, 422.64617919921875]
2;000000121744.jpg;0.0;0.8118335604667664;[127.48146057128906, 3.085651397705078, 220.42262268066406, 130.22691345214844]
3;000000121744.jpg;0.0;0.7304545044898987;[325.8758544921875, 3.957275390625, 436.7310791015625, 100.04206848144531]
4;000000121744.jpg;0.0;0.6580638289451599;[225.47215270996094, 3.977783203125, 322.66259765625, 101.24020385742188]
5;000000121744.jpg;0.0;0.6339638233184814;[27.022918701171875, 16.091670989990234, 163.47808837890625, 129.86517333984375]
6;000000121744.jpg;0.0;0.6013323664665222;[433.93438720703125, 2.6095962524414062, 524.9605102539062, 97.1749038696289]
7;000000121744.jpg;0.0;0.5096811056137085;[442.861328125, 40.35845947265625, 504.78466796875, 97.13908386230469]
8;000000121744.jpg;0.0;0.39380303025245667;[283.7933349609375, 0.7237548828125, 349.9835205078125, 93.70736694335938]
9;000000121744.jpg;0.0;0.37601423263549805;[186.12002563476562, 0.7493896484375, 246.82241821289062, 85.88703918457031]
0;000000122046.jpg;0.0;0.9324685335159302;[82.28109741210938, 189.93882751464844, 276.8324890136719, 619.0489501953125]
0;000000122166.jpg;0.0;0.8868839740753174;[73.88005065917969, 226.16567993164062, 150.99168395996094, 425.4437561035156]
1;000000122166.jpg;0.0;0.8645720481872559;[5.407649993896484, 286.60693359375, 36.7559700012207, 363.4830322265625]
2;000000122166.jpg;0.0;0.730811357498169;[160.2911376953125, 257.17352294921875, 189.03948974609375, 321.4066162109375]
3;000000122166.jpg;0.0;0.5666640400886536;[504.830810546875, 305.227294921875, 517.7191772460938, 342.9305419921875]
4;000000122166.jpg;0.0;0.5449403524398804;[544.15380859375, 289.3167724609375, 553.914794921875, 314.10491943359375]
5;000000122166.jpg;0.0;0.29506516456604004;[590.7133178710938, 297.4544372558594, 598.6372680664062, 320.4948425292969]
6;000000122166.jpg;0.0;0.25377365946769714;[568.70458984375, 297.54388427734375, 580.89111328125, 320.69769287109375]
0;000000122217.jpg;0.0;0.9039720296859741;[84.2625732421875, 275.8089599609375, 139.0383758544922, 365.1634521484375]
1;000000122217.jpg;0.0;0.9033897519111633;[163.09896850585938, 294.58441162109375, 224.37985229492188, 369.95855712890625]
0;000000122606.jpg;0.0;0.25649401545524597;[355.55645751953125, 155.00039672851562, 421.64813232421875, 234.78622436523438]
0;000000122672.jpg;0.0;0.9297716617584229;[225.2584686279297, 107.22207641601562, 530.6840209960938, 319.21807861328125]
0;000000122745.jpg;11.0;0.9622534513473511;[212.59420776367188, 112.20634460449219, 355.5258483886719, 249.8464813232422]
0;000000122927.jpg;14.0;0.9663634896278381;[316.49322509765625, 159.20265197753906, 548.7964477539062, 332.436279296875]
1;000000122927.jpg;14.0;0.9047319889068604;[8.94329833984375, 171.78048706054688, 137.90887451171875, 289.1579284667969]
0;000000122962.jpg;0.0;0.9419342279434204;[442.3895263671875, 210.7360382080078, 544.9581298828125, 385.86578369140625]
1;000000122962.jpg;0.0;0.9260771870613098;[56.92523193359375, 293.29010009765625, 196.51809692382812, 422.32550048828125]
2;000000122962.jpg;0.0;0.902313768863678;[495.87603759765625, 64.21858215332031, 608.8169555664062, 240.4307098388672]
3;000000122962.jpg;0.0;0.8580061793327332;[43.95756530761719, 0.646240234375, 145.39524841308594, 203.6953125]
4;000000122962.jpg;0.0;0.8528696894645691;[108.25668334960938, 0.984466552734375, 192.78836059570312, 214.24359130859375]
5;000000122962.jpg;0.0;0.8371996283531189;[200.53561401367188, 66.31297302246094, 288.3642578125, 227.8499298095703]
6;000000122962.jpg;0.0;0.8322266936302185;[377.4585266113281, 214.5341033935547, 438.2584533691406, 373.57281494140625]
7;000000122962.jpg;0.0;0.8268813490867615;[145.230712890625, 178.92401123046875, 236.3309326171875, 342.5198974609375]
8;000000122962.jpg;0.0;0.8056658506393433;[287.4538879394531, 292.30328369140625, 414.6139221191406, 422.0550537109375]
9;000000122962.jpg;0.0;0.7964982390403748;[425.1306457519531, 151.66683959960938, 497.7362976074219, 269.20294189453125]
10;000000122962.jpg;0.0;0.7933518290519714;[300.1331787109375, 93.5844497680664, 355.18939208984375, 191.39981079101562]
11;000000122962.jpg;0.0;0.7267711758613586;[572.0399169921875, 87.45278930664062, 639.7816162109375, 381.4286804199219]
12;000000122962.jpg;0.0;0.6097370386123657;[580.7343139648438, 34.94036865234375, 639.7355346679688, 191.50613403320312]
13;000000122962.jpg;0.0;0.5780907273292542;[209.93215942382812, 18.5872802734375, 257.3059997558594, 102.53384399414062]
14;000000122962.jpg;0.0;0.5546228885650635;[480.1798095703125, 92.84957885742188, 529.2796020507812, 182.64202880859375]
15;000000122962.jpg;0.0;0.5526870489120483;[330.2518310546875, 18.830917358398438, 400.03759765625, 131.891845703125]
16;000000122962.jpg;0.0;0.5079733729362488;[425.1729431152344, 1.3389396667480469, 470.4148864746094, 118.56803894042969]
17;000000122962.jpg;0.0;0.5043871402740479;[451.6871643066406, 51.37565612792969, 490.7757873535156, 119.60140991210938]
18;000000122962.jpg;0.0;0.49642127752304077;[333.5631103515625, 96.89689636230469, 395.96075439453125, 165.4049530029297]
19;000000122962.jpg;0.0;0.46035170555114746;[247.99755859375, 132.95330810546875, 308.94256591796875, 236.5631103515625]
20;000000122962.jpg;0.0;0.41315579414367676;[0.05850982666015625, 49.78468704223633, 24.472742080688477, 101.07585144042969]
21;000000122962.jpg;0.0;0.33583980798721313;[13.111358642578125, 81.2542495727539, 94.56525421142578, 190.40628051757812]
22;000000122962.jpg;0.0;0.3272174894809723;[531.734130859375, 39.50120544433594, 594.437255859375, 105.53536987304688]
23;000000122962.jpg;0.0;0.3083444833755493;[24.112289428710938, 35.66492462158203, 61.65022277832031, 86.3094253540039]
24;000000122962.jpg;0.0;0.29332709312438965;[433.33868408203125, 99.62380981445312, 493.7857666015625, 182.12649536132812]
25;000000122962.jpg;0.0;0.2799677550792694;[571.7152099609375, 189.84439086914062, 639.57177734375, 382.3348693847656]
26;000000122962.jpg;0.0;0.2519533336162567;[404.06256103515625, 129.98934936523438, 472.35638427734375, 193.41748046875]
0;000000123213.jpg;0.0;0.9494858980178833;[407.0228271484375, 161.2156219482422, 600.510986328125, 384.47174072265625]
1;000000123213.jpg;0.0;0.9489574432373047;[90.37744140625, 82.06991577148438, 321.6706237792969, 350.61328125]
2;000000123213.jpg;0.0;0.9210419654846191;[246.60693359375, 175.3226318359375, 445.7313232421875, 380.4801025390625]
3;000000123213.jpg;0.0;0.8466863036155701;[396.36175537109375, 0.3778533935546875, 461.647705078125, 79.68244934082031]
4;000000123213.jpg;0.0;0.7605316638946533;[0.22616195678710938, 0.4846038818359375, 63.110618591308594, 48.044471740722656]
5;000000123213.jpg;0.0;0.6290332078933716;[80.42799377441406, 2.0286483764648438, 134.7403106689453, 53.97941589355469]
6;000000123213.jpg;0.0;0.5005784034729004;[174.99612426757812, 0.272857666015625, 241.29522705078125, 47.24464416503906]
7;000000123213.jpg;0.0;0.41404566168785095;[263.07421875, 0.38837432861328125, 309.55615234375, 67.6015625]
0;000000123480.jpg;0.0;0.9469465017318726;[119.1624755859375, 113.57025146484375, 398.17803955078125, 459.150634765625]
0;000000123585.jpg;14.0;0.9442068934440613;[0.032989501953125, 44.787994384765625, 166.58023071289062, 151.9696502685547]
1;000000123585.jpg;14.0;0.9284279942512512;[333.7588195800781, 430.59698486328125, 479.7217102050781, 589.7915649414062]
2;000000123585.jpg;14.0;0.8813006281852722;[207.39300537109375, 201.99029541015625, 306.5294189453125, 389.40863037109375]
3;000000123585.jpg;14.0;0.8265581727027893;[371.0810546875, 0.247314453125, 479.5869140625, 64.03118133544922]
4;000000123585.jpg;14.0;0.7643892765045166;[143.62689208984375, 0.1405487060546875, 319.69683837890625, 57.0714111328125]
0;000000123633.jpg;0.0;0.9499244689941406;[122.31451416015625, 256.12066650390625, 341.3822326660156, 479.80255126953125]
1;000000123633.jpg;0.0;0.9390880465507507;[113.65744018554688, 0.3760986328125, 271.9729919433594, 287.90582275390625]
2;000000123633.jpg;0.0;0.9372811317443848;[355.7772216796875, 205.13723754882812, 556.7830200195312, 422.5982971191406]
3;000000123633.jpg;0.0;0.800150990486145;[297.22705078125, 0.0826416015625, 565.5578002929688, 414.4956359863281]
4;000000123633.jpg;0.0;0.7606269717216492;[448.24761962890625, 0.18199920654296875, 542.2735595703125, 119.78706359863281]
5;000000123633.jpg;0.0;0.2563687264919281;[519.706787109375, 0.19889068603515625, 546.66162109375, 50.401161193847656]
0;000000124442.jpg;0.0;0.9201288819313049;[193.2945556640625, 168.94598388671875, 285.720458984375, 382.4557800292969]
0;000000124798.jpg;0.0;0.46007534861564636;[243.59283447265625, 268.4843444824219, 266.4916687011719, 294.2677307128906]
0;000000125062.jpg;77.0;0.9313962459564209;[184.8134307861328, 322.24114990234375, 422.48126220703125, 620.1309204101562]
1;000000125062.jpg;77.0;0.8567777276039124;[99.98169708251953, 288.29241943359375, 292.301513671875, 562.4909057617188]
2;000000125062.jpg;77.0;0.6806174516677856;[21.853134155273438, 232.62823486328125, 126.92181396484375, 397.833251953125]
3;000000125062.jpg;77.0;0.6218991279602051;[43.45874786376953, 263.2127685546875, 203.05853271484375, 511.282958984375]
0;000000125129.jpg;0.0;0.9280932545661926;[135.5371856689453, 54.15208435058594, 337.8267822265625, 264.86138916015625]
1;000000125129.jpg;0.0;0.8988618850708008;[364.3952941894531, 0.686955451965332, 475.3303527832031, 297.7740173339844]
2;000000125129.jpg;0.0;0.7930883169174194;[97.1298828125, 0.41954517364501953, 195.00653076171875, 224.40867614746094]
0;000000125257.jpg;0.0;0.894890308380127;[342.9725646972656, 88.8818130493164, 395.7561340332031, 231.49105834960938]
0;000000125405.jpg;16.0;0.9487030506134033;[221.5979461669922, 113.80690002441406, 383.78668212890625, 405.32598876953125]
1;000000125405.jpg;16.0;0.9371163249015808;[448.35321044921875, 3.9580841064453125, 577.8211059570312, 167.93060302734375]
0;000000125472.jpg;0.0;0.9523354768753052;[87.2066650390625, 0.34722900390625, 401.42083740234375, 496.1192321777344]
0;000000125572.jpg;0.0;0.8315305113792419;[390.68994140625, 316.44287109375, 436.6722412109375, 404.05712890625]
1;000000125572.jpg;0.0;0.8023337721824646;[85.7789077758789, 334.9511413574219, 103.79615020751953, 369.8172912597656]
2;000000125572.jpg;0.0;0.7772805094718933;[20.948299407958984, 335.4237060546875, 34.571327209472656, 371.89892578125]
3;000000125572.jpg;0.0;0.6573775410652161;[131.52069091796875, 334.9775390625, 143.06378173828125, 367.5936279296875]
4;000000125572.jpg;0.0;0.5176348686218262;[233.3135986328125, 337.2287292480469, 242.408447265625, 361.1023864746094]
5;000000125572.jpg;0.0;0.5082760453224182;[264.659912109375, 336.8570251464844, 275.0816650390625, 361.0788269042969]
6;000000125572.jpg;0.0;0.48575177788734436;[248.54409790039062, 336.45123291015625, 259.3604431152344, 361.27264404296875]
7;000000125572.jpg;0.0;0.43581369519233704;[276.9499206542969, 338.4034423828125, 285.6135559082031, 362.586669921875]
8;000000125572.jpg;0.0;0.42284393310546875;[307.1932373046875, 338.73687744140625, 315.146728515625, 362.14892578125]
9;000000125572.jpg;0.0;0.391356885433197;[288.3133544921875, 338.71295166015625, 296.04266357421875, 361.3492431640625]
10;000000125572.jpg;0.0;0.3820308744907379;[448.6664123535156, 337.40576171875, 457.3406066894531, 358.96124267578125]
11;000000125572.jpg;0.0;0.3449957072734833;[493.32684326171875, 337.6806640625, 506.41595458984375, 359.6917724609375]
12;000000125572.jpg;0.0;0.34358182549476624;[175.3096923828125, 337.70977783203125, 182.6712646484375, 356.45721435546875]
13;000000125572.jpg;0.0;0.31726399064064026;[242.42864990234375, 337.6301574707031, 249.09393310546875, 361.1184997558594]
14;000000125572.jpg;0.0;0.30090585350990295;[243.3416290283203, 336.6685791015625, 250.4884796142578, 361.272705078125]
15;000000125572.jpg;0.0;0.2940807342529297;[128.88995361328125, 335.5014953613281, 140.83160400390625, 367.1225891113281]
16;000000125572.jpg;0.0;0.28682681918144226;[520.701416015625, 336.7788391113281, 527.352294921875, 353.8671569824219]
17;000000125572.jpg;0.0;0.28216269612312317;[300.3409729003906, 338.3211669921875, 308.8838806152344, 362.24755859375]
18;000000125572.jpg;0.0;0.2666720747947693;[126.8338394165039, 336.66046142578125, 134.40017700195312, 366.85906982421875]
0;000000125850.jpg;15.0;0.8684865236282349;[109.345703125, 28.683929443359375, 585.359130859375, 443.00421142578125]
0;000000125936.jpg;0.0;0.9521076083183289;[401.3474426269531, 63.167118072509766, 499.7603454589844, 323.1377258300781]
1;000000125936.jpg;0.0;0.9255726933479309;[0.29619932174682617, 97.92115783691406, 148.6460418701172, 320.757568359375]
2;000000125936.jpg;0.0;0.9215119481086731;[264.71697998046875, 113.51327514648438, 370.2699890136719, 243.12786865234375]
3;000000125936.jpg;0.0;0.5590512156486511;[152.6847381591797, 122.01749420166016, 187.43605041503906, 181.81427001953125]
4;000000125936.jpg;0.0;0.5546337366104126;[95.25682830810547, 133.5194091796875, 219.3826141357422, 268.575439453125]
5;000000125936.jpg;0.0;0.4809679388999939;[77.49502563476562, 133.18951416015625, 219.29568481445312, 322.184814453125]
6;000000125936.jpg;72.0;0.47790226340293884;[314.90362548828125, 38.90204620361328, 421.8503112792969, 281.8325500488281]
0;000000126107.jpg;14.0;0.9623358845710754;[225.52978515625, 15.063446044921875, 639.50537109375, 247.81558227539062]
1;000000126107.jpg;0.0;0.7841740250587463;[511.1304016113281, 356.58905029296875, 520.685546875, 381.15447998046875]
2;000000126107.jpg;0.0;0.7344431281089783;[592.7354736328125, 359.2432861328125, 602.8067626953125, 373.6656494140625]
3;000000126107.jpg;0.0;0.6031279563903809;[568.3515625, 358.15789794921875, 581.06494140625, 386.1104736328125]
4;000000126107.jpg;0.0;0.5974071025848389;[522.0794677734375, 367.7685546875, 529.6785888671875, 379.7728271484375]
5;000000126107.jpg;8.0;0.5205225348472595;[594.5645751953125, 419.776611328125, 639.5799560546875, 479.7996826171875]
6;000000126107.jpg;8.0;0.36813414096832275;[593.9700317382812, 332.07708740234375, 639.7147827148438, 480.0]
0;000000126110.jpg;0.0;0.5549396276473999;[103.57206726074219, 50.18841552734375, 159.15489196777344, 180.39974975585938]
1;000000126110.jpg;0.0;0.5100418925285339;[261.2598571777344, 102.90151977539062, 291.8668518066406, 190.5987548828125]
0;000000126137.jpg;0.0;0.9588636159896851;[173.58575439453125, 36.80169677734375, 473.98828125, 423.426025390625]
1;000000126137.jpg;0.0;0.7904132008552551;[581.25732421875, 76.67890930175781, 639.684326171875, 207.26963806152344]
2;000000126137.jpg;0.0;0.7442694306373596;[0.050121307373046875, 49.883056640625, 53.02120590209961, 248.42471313476562]
3;000000126137.jpg;0.0;0.6232116222381592;[586.624267578125, 20.960540771484375, 639.740478515625, 82.06971740722656]
4;000000126137.jpg;0.0;0.602124035358429;[269.83673095703125, 52.23463439941406, 317.83074951171875, 108.34872436523438]
5;000000126137.jpg;0.0;0.5704485774040222;[399.1429138183594, 8.053680419921875, 471.7112121582031, 98.10916137695312]
6;000000126137.jpg;0.0;0.4212801158428192;[181.3019561767578, 11.524452209472656, 238.77952575683594, 93.85617065429688]
7;000000126137.jpg;0.0;0.3825068473815918;[377.84326171875, 28.90387725830078, 409.33355712890625, 78.24048614501953]
8;000000126137.jpg;0.0;0.3465357720851898;[68.55137634277344, 7.928928375244141, 147.27325439453125, 124.77264404296875]
9;000000126137.jpg;0.0;0.3441998064517975;[0.05545806884765625, 24.010623931884766, 46.40453338623047, 85.22210693359375]
10;000000126137.jpg;0.0;0.27611956000328064;[261.1461181640625, 23.567428588867188, 301.5411376953125, 68.04347229003906]
0;000000126226.jpg;0.0;0.8955469727516174;[17.261016845703125, 0.27862548828125, 204.1731414794922, 269.00506591796875]
1;000000126226.jpg;0.0;0.8559824824333191;[0.1161956787109375, 129.43411254882812, 85.02725219726562, 346.02545166015625]
