;nazwa zdjecia;klasy;bbox'y
0;000000079031.jpg;0;[61.51, 0.36, 269.8, 369.69]
0;000000079229.jpg;16;[108.44, 291.75, 92.94, 50.77]
0;000000079229.jpg;0;[331.45, 121.24, 61.02, 159.25]
0;000000079408.jpg;11;[39.43, 7.21, 375.07, 399.11]
0;000000079588.jpg;0;[390.59, 377.72, 13.46, 39.71]
0;000000079588.jpg;0;[320.0, 384.83, 8.37, 21.23]
0;000000079588.jpg;0;[302.38, 379.98, 13.01, 42.22]
0;000000079588.jpg;0;[409.62, 375.32, 14.02, 40.66]
0;000000079588.jpg;0;[286.96, 383.36, 17.52, 39.37]
0;000000079837.jpg;8;[81.42, 353.49, 37.33, 13.63]
0;000000079837.jpg;8;[344.49, 341.29, 46.09, 12.1]
0;000000079837.jpg;8;[186.29, 343.42, 20.73, 14.84]
0;000000079837.jpg;8;[224.63, 355.31, 48.65, 21.66]
0;000000079837.jpg;8;[106.0, 344.88, 28.89, 12.43]
0;000000079837.jpg;8;[114.2, 347.65, 89.22, 71.45]
0;000000079837.jpg;8;[384.92, 343.31, 41.16, 11.15]
0;000000079837.jpg;8;[281.72, 343.75, 75.33, 17.59]
0;000000079969.jpg;0;[375.35, 161.63, 23.43, 40.87]
0;000000079969.jpg;0;[341.78, 170.79, 24.48, 36.07]
0;000000079969.jpg;0;[353.55, 185.21, 29.34, 41.13]
0;000000079969.jpg;0;[293.34, 213.64, 40.47, 46.19]
0;000000079969.jpg;0;[178.6, 89.15, 29.05, 38.07]
0;000000079969.jpg;0;[332.12, 237.87, 36.31, 43.19]
0;000000079969.jpg;0;[290.44, 260.64, 49.58, 54.69]
0;000000079969.jpg;0;[157.66, 80.74, 22.36, 27.1]
0;000000079969.jpg;0;[235.31, 108.54, 25.14, 36.36]
0;000000079969.jpg;0;[335.02, 201.97, 30.89, 40.86]
0;000000079969.jpg;0;[292.67, 74.86, 31.84, 61.37]
0;000000079969.jpg;0;[358.69, 94.4, 15.42, 32.05]
0;000000079969.jpg;0;[1, 0, 424, 389]
0;000000079969.jpg;0;[174.43, 191.86, 116.71, 331.15]
0;000000080022.jpg;0;[279.12, 108.21, 147.2, 317.79]
0;000000080057.jpg;77;[0.0, 10.24, 381.43, 393.03]
0;000000080153.jpg;16;[204.15, 358.8, 86.89, 180.08]
0;000000080153.jpg;0;[187.62, 127.92, 117.66, 287.5]
0;000000080273.jpg;0;[171.6, 45.58, 208.36, 373.95]
0;000000080340.jpg;0;[145.85, 71.67, 130.5, 253.32]
0;000000080340.jpg;0;[253.5, 6.51, 84.82, 197.59]
0;000000080340.jpg;0;[490.31, 0.0, 64.03, 151.7]
0;000000080340.jpg;0;[0.32, 299.46, 45.27, 127.54]
0;000000080340.jpg;0;[330.09, 1.92, 102.67, 189.03]
0;000000080340.jpg;0;[525.58, 0.0, 106.22, 69.14]
0;000000080340.jpg;0;[421.23, 1.44, 85.59, 223.12]
0;000000080413.jpg;77;[224.36, 112.18, 168.27, 151.01]
0;000000080659.jpg;0;[141.05, 65.25, 142.98, 166.96]
0;000000080659.jpg;0;[400.5, 59.83, 141.42, 193.76]
0;000000080659.jpg;0;[242.77, 63.17, 106.51, 101.71]
0;000000080666.jpg;15;[64.83, 120.36, 469.66, 418.38]
0;000000080671.jpg;0;[219.71, 117.18, 202.51, 252.19]
0;000000080932.jpg;0;[247.93, 35.32, 177.3, 350.27]
0;000000080932.jpg;0;[64.83, 141.38, 300.69, 321.38]
0;000000080949.jpg;15;[26.37, 129.99, 599.08, 235.48]
0;000000080949.jpg;63;[3.92, 2.05, 635.93, 406.65]
0;000000081394.jpg;0;[547.97, 152.54, 21.67, 31.29]
0;000000081594.jpg;0;[168.27, 248.27, 133.75, 383.2]
0;000000081738.jpg;0;[453.03, 138.82, 186.61, 334.38]
0;000000081766.jpg;16;[472.45, 75.97, 129.13, 70.29]
0;000000081766.jpg;16;[30.97, 126.39, 168.38, 122.9]
0;000000081766.jpg;16;[230.98, 153.89, 264.45, 302.79]
0;000000081988.jpg;0;[47.12, 283.63, 111.82, 108.64]
0;000000081988.jpg;0;[268.67, 129.54, 248.53, 237.01]
0;000000081988.jpg;0;[174.64, 293.62, 72.92, 94.04]
0;000000081988.jpg;0;[470.43, 313.91, 119.79, 88.12]
0;000000081988.jpg;0;[320.18, 274.65, 87.85, 122.27]
0;000000082085.jpg;0;[243.66, 211.44, 3.09, 17.97]
0;000000082085.jpg;0;[107.48, 226.15, 14.7, 73.1]
0;000000082085.jpg;0;[483.27, 133.15, 14.49, 82.6]
0;000000082085.jpg;0;[572.21, 111.99, 51.82, 25.06]
0;000000082085.jpg;0;[397.26, 144.33, 29.46, 75.78]
0;000000082085.jpg;0;[256.09, 196.63, 4.29, 11.32]
0;000000082085.jpg;0;[69.68, 177.61, 45.32, 158.27]
0;000000082085.jpg;0;[9.64, 252.7, 24.86, 36.18]
0;000000082085.jpg;0;[210.78, 187.86, 12.62, 22.63]
0;000000082085.jpg;0;[340.57, 217.56, 10.68, 65.49]
0;000000082085.jpg;0;[603.99, 158.52, 23.37, 52.24]
0;000000082180.jpg;77;[352.48, 168.57, 77.56, 91.04]
0;000000082180.jpg;77;[247.32, 146.9, 108.88, 116.56]
0;000000082688.jpg;0;[0.0, 102.66, 503.12, 325.34]
0;000000082688.jpg;0;[309.2, 29.87, 315.38, 398.13]
0;000000082688.jpg;0;[292.39, 51.64, 122.14, 201.98]
0;000000082696.jpg;14;[103.23, 313.81, 137.63, 184.43]
0;000000082696.jpg;0;[0.84, 4.61, 111.67, 141.75]
0;000000082715.jpg;0;[170.55, 118.96, 136.32, 87.86]
0;000000082765.jpg;63;[51.54, 431.1, 279.2, 98.79]
0;000000082807.jpg;16;[123.13, 74.06, 393.75, 404.73]
0;000000082812.jpg;0;[454.3, 202.99, 30.03, 65.26]
0;000000082812.jpg;0;[390.53, 224.58, 20.62, 42.43]
0;000000082812.jpg;0;[248.66, 262.57, 41.48, 96.3]
0;000000082812.jpg;0;[377.35, 223.91, 19.72, 40.32]
0;000000082812.jpg;0;[303.83, 252.34, 37.11, 105.62]
0;000000082812.jpg;0;[327.29, 241.16, 23.92, 74.87]
0;000000082812.jpg;0;[588.35, 175.71, 51.65, 133.63]
0;000000082812.jpg;0;[479.13, 209.91, 32.04, 75.12]
0;000000082812.jpg;0;[415.96, 223.48, 38.81, 60.09]
0;000000082812.jpg;0;[504.28, 193.41, 68.12, 129.37]
0;000000082812.jpg;0;[347.0, 228.07, 74.45, 131.93]
0;000000082821.jpg;8;[49.04, 281.8, 71.44, 41.38]
0;000000082821.jpg;0;[598.14, 129.92, 8.14, 10.54]
0;000000082821.jpg;8;[99.84, 280.23, 84.98, 40.14]
0;000000082821.jpg;0;[480.86, 145.7, 8.65, 23.08]
0;000000082821.jpg;8;[0.36, 286.68, 66.72, 41.33]
0;000000082821.jpg;8;[375.09, 237.1, 70.8, 29.49]
0;000000082821.jpg;8;[533.22, 225.24, 33.81, 18.0]
0;000000082821.jpg;8;[1.05, 304.7, 13.71, 23.19]
0;000000082821.jpg;8;[417.53, 231.25, 70.59, 30.07]
0;000000082821.jpg;8;[541.29, 222.22, 53.38, 21.67]
0;000000082821.jpg;0;[76.41, 134.3, 11.43, 29.0]
0;000000082821.jpg;8;[455.09, 231.15, 54.19, 23.92]
0;000000082821.jpg;8;[554, 207, 85, 189]
0;000000082821.jpg;8;[486.96, 224.82, 41.51, 27.58]
0;000000082821.jpg;0;[93.91, 130.91, 6.77, 26.47]
0;000000082821.jpg;0;[582.53, 138.51, 8.57, 23.79]
0;000000082821.jpg;8;[562.91, 218.25, 69.32, 20.31]
0;000000082821.jpg;8;[596.94, 214.53, 43.06, 20.33]
0;000000082821.jpg;8;[513.15, 225.0, 39.55, 26.37]
0;000000082821.jpg;0;[568.43, 137.92, 7.2, 22.87]
0;000000082846.jpg;11;[47.24, 184.86, 18.74, 21.94]
0;000000082846.jpg;11;[59.86, 176.82, 13.65, 16.37]
0;000000082986.jpg;0;[456.45, 76.27, 87.15, 162.54]
0;000000082986.jpg;0;[589.9, 65.1, 50.1, 177.44]
0;000000082986.jpg;0;[358.13, 90.12, 75.7, 117.77]
0;000000083172.jpg;0;[54.82, 0.0, 43.31, 110.14]
0;000000083172.jpg;0;[397.94, 53.09, 40.43, 67.95]
0;000000083172.jpg;0;[162.52, 144.36, 78.47, 169.62]
0;000000083531.jpg;0;[471.84, 106.78, 28.16, 104.64]
0;000000083531.jpg;0;[433.56, 200.37, 66.44, 71.84]
0;000000083531.jpg;0;[0.0, 0.0, 87.74, 115.74]
0;000000083540.jpg;0;[334.29, 241.84, 46.79, 175.21]
0;000000084031.jpg;0;[79, 41, 214, 229]
0;000000084031.jpg;0;[397.6, 187.3, 10.47, 15.47]
0;000000084031.jpg;0;[2.75, 217.65, 30.81, 53.67]
0;000000084031.jpg;0;[255.11, 185.26, 10.47, 24.24]
0;000000084031.jpg;0;[279.76, 186.62, 97.09, 148.91]
0;000000084031.jpg;0;[183.03, 253.9, 96.22, 96.23]
0;000000084031.jpg;0;[25.91, 212.71, 19.37, 60.59]
0;000000084031.jpg;0;[97.87, 217.82, 70.05, 142.97]
0;000000084031.jpg;0;[59.36, 32.05, 18.73, 29.46]
0;000000084031.jpg;0;[103.09, 215.19, 14.98, 47.91]
0;000000084031.jpg;0;[45.93, 213.44, 23.71, 57.01]
0;000000084031.jpg;0;[230.82, 204.89, 11.09, 19.63]
0;000000084031.jpg;0;[213.64, 207.5, 12.93, 45.65]
0;000000084031.jpg;0;[63.8, 211.27, 15.56, 60.12]
0;000000084170.jpg;0;[254.92, 225.78, 39.64, 34.66]
0;000000084170.jpg;0;[336.68, 227.7, 18.81, 37.99]
0;000000084241.jpg;0;[249.94, 32.91, 160.46, 246.86]
0;000000084241.jpg;0;[38.27, 6.23, 188.65, 306.12]
0;000000084241.jpg;0;[198.89, 23.16, 85.62, 266.26]
0;000000084270.jpg;0;[1, 4, 602, 378]
0;000000084270.jpg;0;[611.3, 263.13, 24.91, 74.01]
0;000000084270.jpg;0;[91.07, 258.74, 52.54, 132.99]
0;000000084270.jpg;0;[208.1, 264.43, 10.66, 28.18]
0;000000084270.jpg;0;[0.0, 247.01, 84.13, 225.44]
0;000000084270.jpg;0;[228.02, 255.17, 41.35, 103.7]
0;000000084270.jpg;0;[125.27, 264.98, 24.47, 91.49]
0;000000084270.jpg;0;[153.82, 269.11, 13.6, 49.51]
0;000000084270.jpg;0;[460.25, 265.48, 19.56, 43.52]
0;000000084270.jpg;0;[487.31, 257.38, 46.46, 114.17]
0;000000084270.jpg;0;[567.43, 260.98, 28.51, 60.71]
0;000000084270.jpg;0;[170.14, 266.68, 16.41, 51.17]
0;000000084270.jpg;0;[415.78, 266.7, 37.02, 117.85]
0;000000084270.jpg;0;[475.98, 261.57, 12.17, 45.87]
0;000000084362.jpg;0;[374.29, 142.38, 100.32, 120.81]
0;000000084362.jpg;15;[260.54, 250.31, 294.54, 197.41]
0;000000084477.jpg;0;[283.28, 215.2, 16.75, 25.77]
0;000000084492.jpg;0;[189.3, 476.82, 24.41, 38.79]
0;000000084492.jpg;0;[235.48, 97.57, 174.02, 255.69]
0;000000084650.jpg;15;[279.56, 178.22, 267.34, 169.39]
0;000000084674.jpg;0;[144.61, 171.95, 333.6, 458.17]
0;000000084674.jpg;0;[0.0, 158.2, 195.6, 471.73]
0;000000084674.jpg;0;[195.7, 285.78, 200.34, 348.85]
0;000000084752.jpg;4;[23.93, 99.57, 596.46, 229.78]
0;000000085089.jpg;0;[0.0, 0.0, 304.6, 418.77]
0;000000085089.jpg;0;[458.78, 254.58, 180.82, 157.74]
0;000000085089.jpg;0;[24.04, 331.53, 212.56, 88.48]
0;000000085157.jpg;0;[0.0, 98.38, 258.38, 381.62]
0;000000085157.jpg;0;[139.15, 124.04, 78.74, 160.72]
0;000000085157.jpg;0;[304.64, 114.77, 240.56, 357.47]
0;000000085157.jpg;0;[411.75, 88.22, 227.5, 351.06]
0;000000085157.jpg;0;[230.31, 113.13, 113.01, 148.52]
0;000000085157.jpg;0;[485.95, 93.21, 126.72, 158.19]
0;000000085157.jpg;0;[0.93, 107.27, 48.5, 80.7]
0;000000085329.jpg;0;[252.82, 36.41, 345.85, 374.16]
0;000000085376.jpg;0;[0.0, 307.37, 18.48, 58.06]
0;000000085682.jpg;0;[510.76, 318.26, 42.22, 107.5]
0;000000085682.jpg;0;[272.74, 274.66, 12.43, 30.78]
0;000000085682.jpg;0;[334.88, 284.8, 21.08, 23.42]
0;000000085682.jpg;0;[402.49, 290.27, 23.7, 79.91]
0;000000085682.jpg;0;[383.32, 290.26, 13.26, 33.72]
0;000000085682.jpg;0;[355.54, 290.68, 29.61, 65.98]
0;000000085682.jpg;0;[374.66, 322.67, 14.75, 48.52]
0;000000085682.jpg;0;[115.84, 207.23, 3.09, 7.09]
0;000000085682.jpg;0;[207.32, 234.94, 8.69, 19.82]
0;000000085682.jpg;0;[107, 203, 465, 191]
0;000000085682.jpg;0;[330.61, 304.58, 23.19, 49.24]
0;000000085682.jpg;0;[478.32, 313.75, 30.57, 92.05]
0;000000085682.jpg;0;[470.93, 310.89, 15.66, 73.0]
0;000000085682.jpg;0;[607.39, 307.19, 32.61, 46.86]
0;000000085772.jpg;0;[50.63, 68.87, 327.65, 352.49]
0;000000086220.jpg;0;[297.46, 225.54, 16.43, 25.15]
0;000000086220.jpg;0;[169.81, 188.32, 10.69, 13.65]
0;000000086483.jpg;0;[425.28, 96.48, 11.06, 13.32]
0;000000086582.jpg;0;[0.96, 20.68, 179.03, 180.95]
0;000000086582.jpg;63;[308.98, 102.67, 326.24, 293.62]
0;000000086755.jpg;0;[331.32, 203.46, 35.64, 98.11]
0;000000086755.jpg;0;[324.26, 220.27, 70.31, 106.25]
0;000000086956.jpg;0;[40.93, 141.1, 186.06, 374.63]
0;000000086956.jpg;0;[214.29, 325.03, 185.53, 306.34]
0;000000086956.jpg;0;[247.2, 131.62, 232.8, 507.7]
0;000000087038.jpg;0;[226.04, 229.31, 11.59, 30.41]
0;000000087038.jpg;0;[257.85, 224.48, 44.13, 97.0]
0;000000087038.jpg;0;[79.16, 232.26, 28.22, 51.12]
0;000000087038.jpg;0;[68.18, 238.19, 16.18, 42.88]
0;000000087038.jpg;0;[204.14, 229.02, 7.33, 34.96]
0;000000087038.jpg;0;[326.86, 223.46, 13.11, 38.67]
0;000000087038.jpg;0;[195.32, 228.06, 10.65, 37.18]
0;000000087038.jpg;0;[239.72, 225.38, 10.64, 33.06]
0;000000087038.jpg;0;[345.41, 173.41, 72.94, 185.41]
0;000000087038.jpg;0;[209.68, 231.08, 9.15, 34.53]
0;000000087038.jpg;0;[167.02, 234.0, 15.78, 37.46]
0;000000087038.jpg;0;[1, 190, 638, 101]
0;000000087038.jpg;0;[98.4, 234.28, 19.52, 46.46]
0;000000087038.jpg;0;[408.29, 231.25, 17.12, 34.97]
0;000000087144.jpg;0;[374.29, 77.66, 151.01, 313.89]
0;000000087144.jpg;0;[87.37, 59.15, 157.48, 338.69]
0;000000087144.jpg;0;[220.01, 150.5, 121.05, 115.59]
0;000000087244.jpg;0;[182.8, 0.99, 57.18, 107.32]
0;000000087470.jpg;0;[29.22, 77.65, 24.63, 37.75]
0;000000087470.jpg;0;[446.49, 100.58, 26.4, 42.21]
0;000000087476.jpg;0;[129.22, 254.14, 193.57, 377.64]
0;000000087476.jpg;0;[138.38, 47.57, 236.39, 552.07]
0;000000087476.jpg;0;[250.08, 86.5, 15.28, 21.48]
0;000000087476.jpg;0;[31.82, 41.9, 72.39, 90.58]
0;000000087476.jpg;0;[232.9, 64.88, 31.96, 46.89]
0;000000087476.jpg;0;[344.86, 70.8, 22.73, 78.34]
0;000000087476.jpg;0;[348.94, 63.77, 22.2, 26.81]
0;000000087476.jpg;0;[366.04, 63.8, 34.91, 88.93]
0;000000087476.jpg;0;[334.27, 136.55, 91.68, 340.52]
0;000000087476.jpg;0;[126.44, 34.37, 52.36, 96.86]
0;000000087476.jpg;0;[169.71, 8.63, 58.96, 109.3]
0;000000088345.jpg;0;[144.41, 200.96, 272.81, 224.04]
0;000000088345.jpg;0;[0.47, 363.61, 65.49, 61.39]
0;000000088462.jpg;11;[335.55, 163.58, 15.31, 25.25]
0;000000088485.jpg;0;[188.07, 0.0, 233.17, 422.2]
0;000000088848.jpg;0;[518.1, 470.04, 73.98, 145.11]
0;000000088848.jpg;0;[143.82, 363.87, 89.17, 260.31]
0;000000088848.jpg;8;[323.29, 391.48, 264.37, 167.31]
0;000000088848.jpg;0;[410.74, 474.35, 63.36, 144.83]
0;000000088848.jpg;0;[468.19, 470.56, 51.71, 144.23]
0;000000088848.jpg;0;[565.83, 469.77, 47.36, 143.97]
0;000000088951.jpg;16;[243.39, 295.92, 49.14, 42.58]
0;000000088951.jpg;0;[128.64, 188.28, 105.85, 131.41]
0;000000088970.jpg;0;[116.85, 131.46, 179.78, 335.96]
0;000000089078.jpg;0;[146.7, 14.38, 221.48, 573.84]
0;000000089271.jpg;15;[0.0, 169.34, 620.7, 348.59]
0;000000089296.jpg;0;[221.67, 107.13, 214.6, 317.81]
0;000000089296.jpg;0;[541.32, 0.64, 98.68, 256.36]
0;000000089648.jpg;0;[487.48, 298.58, 144.43, 128.42]
0;000000089648.jpg;0;[224.58, 125.06, 180.25, 132.06]
0;000000089648.jpg;0;[58.8, 4.58, 147.47, 101.21]
0;000000089648.jpg;0;[28.29, 197.56, 214.75, 166.32]
0;000000089648.jpg;0;[411.64, 100.26, 134.3, 165.29]
0;000000089648.jpg;0;[37.83, 119.05, 169.49, 174.62]
0;000000089648.jpg;63;[488.5, 130.99, 68.02, 61.18]
0;000000089648.jpg;0;[18.84, 362.24, 184.52, 64.76]
0;000000089648.jpg;0;[88.33, 0.0, 122.83, 89.3]
0;000000089648.jpg;0;[256.69, 53.21, 98.99, 75.6]
0;000000089648.jpg;0;[239.28, 4.4, 118.11, 107.56]
0;000000089648.jpg;0;[0.0, 0.0, 68.23, 88.82]
0;000000089697.jpg;0;[253.32, 233.45, 96.89, 127.05]
0;000000089697.jpg;0;[187.81, 246.63, 89.15, 105.99]
0;000000089880.jpg;16;[145.5, 13.18, 150.11, 172.06]
0;000000089880.jpg;16;[256.47, 42.96, 163.02, 150.54]
0;000000090003.jpg;16;[144.48, 205.58, 185.22, 120.24]
0;000000090003.jpg;16;[219.44, 213.85, 273.73, 151.93]
0;000000090284.jpg;0;[67.19, 143.09, 518.92, 421.71]
0;000000090631.jpg;4;[176.77, 115.73, 280.95, 112.44]
0;000000090891.jpg;0;[51.08, 105.36, 112.81, 320.32]
0;000000090891.jpg;0;[143.8, 187.86, 91.25, 183.77]
0;000000090891.jpg;0;[517.67, 141.46, 93.92, 235.81]
0;000000090891.jpg;0;[425.19, 184.99, 113.32, 184.02]
0;000000090891.jpg;0;[244.07, 181.36, 124.94, 230.51]
0;000000090956.jpg;0;[227.47, 167.08, 80.09, 80.59]
0;000000091406.jpg;0;[315.62, 76.62, 116.94, 243.38]
0;000000091406.jpg;0;[402.09, 29.78, 96.23, 300.13]
0;000000091406.jpg;0;[470.54, 61.2, 114.93, 336.64]
0;000000091406.jpg;0;[245.42, 48.23, 105.05, 252.1]
0;000000091495.jpg;0;[328.13, 217.11, 255.43, 196.49]
0;000000091495.jpg;0;[14.73, 113.03, 225.59, 309.65]
0;000000091495.jpg;0;[152.11, 47.27, 187.78, 327.28]
0;000000091500.jpg;0;[101.17, 144.34, 414.35, 328.25]
0;000000091500.jpg;0;[0.0, 110.87, 284.76, 369.13]
0;000000091619.jpg;11;[138.07, 259.57, 117.15, 94.02]
0;000000092053.jpg;0;[0.0, 181.27, 61.06, 107.62]
0;000000092091.jpg;0;[243.99, 165.35, 204.75, 313.81]
0;000000092091.jpg;8;[541.67, 12.48, 36.81, 24.85]
0;000000092091.jpg;77;[428.7, 244.24, 211.3, 139.75]
0;000000092416.jpg;0;[66.01, 48.22, 301.34, 591.78]
0;000000092416.jpg;0;[0.0, 227.55, 27.91, 59.73]
0;000000092416.jpg;0;[18.5, 215.91, 25.48, 61.6]
0;000000092416.jpg;8;[85.18, 153.03, 99.51, 100.74]
0;000000092416.jpg;0;[7.04, 225.85, 29.84, 58.52]
0;000000092416.jpg;0;[430.33, 305.13, 49.67, 334.87]
0;000000092939.jpg;0;[20.13, 113.71, 261.76, 451.6]
0;000000092939.jpg;0;[403.16, 228.48, 20.84, 174.3]
0;000000092939.jpg;0;[179.53, 126.34, 214.44, 392.31]
0;000000093261.jpg;0;[65.72, 71.78, 198.69, 166.45]
0;000000093261.jpg;0;[55.87, 33.65, 205.7, 207.39]
0;000000093261.jpg;0;[328.65, 243.54, 171.07, 127.25]
0;000000093353.jpg;0;[3.24, 98.16, 297.7, 379.68]
0;000000093437.jpg;0;[78.69, 8.92, 351.27, 346.4]
0;000000093717.jpg;0;[253.62, 369.16, 12.12, 35.55]
0;000000093717.jpg;0;[243.43, 275.87, 16.94, 37.86]
0;000000093717.jpg;0;[103.4, 357.55, 7.6, 14.97]
0;000000093717.jpg;0;[208.33, 52.64, 260.58, 272.49]
0;000000093717.jpg;0;[9.29, 334.64, 63.49, 61.99]
0;000000093717.jpg;0;[115.15, 311.63, 48.89, 67.86]
0;000000093717.jpg;0;[167.17, 335.0, 16.75, 39.08]
0;000000093717.jpg;0;[209.23, 247.34, 44.89, 64.12]
0;000000093717.jpg;0;[574.03, 220.33, 59.85, 96.32]
0;000000093717.jpg;0;[532.21, 165.74, 57.54, 164.49]
0;000000093717.jpg;0;[217.58, 344.1, 46.7, 61.05]
0;000000093717.jpg;0;[87.04, 344.4, 18.08, 35.25]
0;000000094157.jpg;0;[223.34, 605.38, 6.1, 9.98]
0;000000094157.jpg;0;[49.04, 618.49, 8.04, 13.56]
0;000000094157.jpg;0;[46, 602, 166, 24]
0;000000094157.jpg;0;[55.54, 605.59, 10.98, 32.19]
0;000000094157.jpg;0;[106.1, 607.53, 8.51, 26.45]
0;000000094157.jpg;0;[34.74, 617.24, 6.18, 11.66]
0;000000094157.jpg;0;[161.16, 606.46, 9.88, 27.94]
0;000000094157.jpg;0;[157.79, 606.17, 6.88, 12.93]
0;000000094157.jpg;0;[11.47, 606.31, 15.21, 33.69]
0;000000094157.jpg;0;[85.96, 606.57, 14.26, 33.43]
0;000000094157.jpg;0;[139.48, 607.94, 11.99, 30.42]
0;000000094157.jpg;0;[149.48, 608.71, 10.9, 28.07]
0;000000094157.jpg;0;[183.42, 609.35, 10.16, 20.12]
0;000000094157.jpg;0;[66.24, 611.1, 12.22, 28.08]
0;000000094185.jpg;77;[152.51, 244.63, 17.49, 31.01]
0;000000094185.jpg;77;[198.55, 199.81, 28.1, 29.43]
0;000000094185.jpg;77;[231.91, 222.2, 149.93, 251.33]
0;000000094185.jpg;77;[154.28, 305.54, 17.12, 29.79]
0;000000094185.jpg;77;[419.85, 271.88, 35.15, 30.66]
0;000000094185.jpg;77;[167.73, 243.06, 62.25, 87.25]
0;000000094185.jpg;77;[428.42, 308.15, 27.1, 32.02]
0;000000094185.jpg;77;[395.71, 314.87, 31.06, 30.05]
0;000000094185.jpg;77;[597.64, 402.11, 30.07, 77.89]
0;000000094185.jpg;0;[0.0, 252.34, 25.01, 110.52]
0;000000094185.jpg;77;[415.66, 192.84, 26.38, 39.11]
0;000000094185.jpg;77;[468.24, 273.57, 26.12, 27.09]
0;000000094326.jpg;0;[38.12, 131.91, 170.4, 301.57]
0;000000094336.jpg;15;[141.63, 15.17, 247.12, 273.86]
0;000000094614.jpg;0;[286.94, 70.6, 156.0, 292.63]
0;000000094751.jpg;0;[56.55, 254.69, 7.27, 14.26]
0;000000094751.jpg;0;[107.49, 253.27, 7.04, 15.38]
0;000000094751.jpg;0;[177.98, 254.32, 4.2, 13.86]
0;000000094751.jpg;0;[75.22, 252.52, 6.22, 14.5]
0;000000094751.jpg;0;[247.51, 251.73, 7.58, 8.43]
0;000000094751.jpg;0;[272.97, 251.74, 6.18, 12.56]
0;000000094751.jpg;0;[200.83, 253.7, 6.54, 13.64]
0;000000094751.jpg;0;[237.07, 250.13, 9.41, 8.99]
0;000000094751.jpg;0;[309.57, 271.97, 8.88, 11.98]
0;000000094751.jpg;0;[96.65, 253.07, 9.06, 13.19]
0;000000094751.jpg;0;[66.58, 252.61, 10.41, 16.65]
0;000000094871.jpg;0;[280.48, 0.51, 96.02, 142.0]
0;000000094871.jpg;0;[369.62, 73.35, 107.86, 421.39]
0;000000094871.jpg;0;[123.08, 0.0, 162.46, 391.38]
0;000000094871.jpg;0;[0.0, 0.0, 49.58, 161.9]
0;000000094944.jpg;0;[358.07, 224.03, 109.14, 180.95]
0;000000094944.jpg;0;[176.08, 189.22, 26.54, 76.8]
0;000000094944.jpg;0;[569.59, 230.56, 56.3, 64.11]
0;000000095155.jpg;0;[113.63, 247.28, 107.87, 130.69]
0;000000095155.jpg;0;[439.94, 213.76, 138.64, 170.69]
0;000000095155.jpg;0;[446.13, 44.17, 76.32, 103.2]
0;000000095155.jpg;0;[125.82, 58.84, 69.07, 79.91]
0;000000095862.jpg;0;[77.4, 141.08, 36.58, 85.74]
0;000000095862.jpg;0;[335.1, 295.11, 20.46, 16.97]
0;000000095862.jpg;0;[312.24, 343.29, 50.62, 31.71]
0;000000095862.jpg;0;[265.5, 275.72, 72.18, 99.28]
0;000000095862.jpg;0;[6.19, 265.77, 119.4, 104.37]
0;000000095862.jpg;0;[330.35, 298.6, 45.04, 63.06]
0;000000095862.jpg;0;[446.51, 285.35, 52.05, 89.65]
0;000000095862.jpg;0;[408.35, 109.8, 20.41, 52.54]
0;000000095862.jpg;0;[356.53, 290.12, 84.05, 80.35]
0;000000095862.jpg;0;[0, 32, 457, 325]
0;000000095862.jpg;0;[355.88, 108.65, 14.1, 31.25]
0;000000095862.jpg;0;[429.19, 79.91, 7.15, 8.86]
0;000000095862.jpg;0;[94.33, 275.22, 210.55, 99.78]
0;000000095862.jpg;0;[58.52, 114.65, 16.48, 34.84]
0;000000095899.jpg;11;[18.3, 78.51, 265.83, 233.54]
0;000000096427.jpg;0;[242.97, 91.65, 155.02, 335.35]
0;000000096427.jpg;0;[1.92, 39.41, 72.92, 381.9]
0;000000096427.jpg;0;[295.54, 0.0, 55.66, 137.22]
0;000000096493.jpg;0;[122.52, 2.16, 289.73, 393.52]
0;000000096549.jpg;4;[62.46, 11.42, 566.12, 157.14]
0;000000096825.jpg;0;[289.54, 239.99, 65.85, 163.51]
0;000000097278.jpg;0;[84.86, 77.43, 245.47, 499.11]
0;000000097337.jpg;0;[244.16, 104.63, 47.91, 69.11]
0;000000097337.jpg;0;[181.82, 104.84, 68.65, 70.23]
0;000000097337.jpg;0;[165.78, 115.85, 31.61, 57.62]
0;000000097679.jpg;0;[274.55, 220.36, 47.53, 35.86]
0;000000097679.jpg;0;[217.86, 205.62, 23.87, 38.03]
0;000000097924.jpg;0;[106.07, 124.94, 127.64, 230.12]
0;000000097924.jpg;0;[410.29, 191.09, 83.38, 129.22]
0;000000097924.jpg;0;[298.88, 163.84, 123.49, 180.77]
0;000000097988.jpg;0;[395.16, 248.2, 18.68, 60.7]
0;000000097988.jpg;0;[195.29, 211.79, 125.15, 386.46]
0;000000097988.jpg;0;[444.85, 241.12, 31.29, 85.7]
0;000000097988.jpg;0;[1, 227, 599, 221]
0;000000097988.jpg;0;[371.0, 240.26, 25.1, 63.88]
0;000000097988.jpg;0;[322.07, 247.51, 13.86, 43.23]
0;000000097988.jpg;0;[85.36, 242.02, 12.11, 41.7]
0;000000097988.jpg;0;[469.79, 241.83, 20.26, 84.09]
0;000000097988.jpg;0;[181.99, 241.72, 23.39, 82.96]
0;000000097988.jpg;0;[304.17, 239.49, 17.75, 46.75]
